iter	Passed	Remaining
549	4539	61483
550	4546	61469
551	4556	61474
552	4564	61464
553	4573	61469
554	4581	61461
555	4590	61463
556	4598	61452
557	4607	61448
558	4614	61430
559	4620	61390
560	4625	61341
561	4631	61297
562	4638	61276
563	4645	61247
564	4652	61217
565	4661	61226
566	4670	61221
567	4678	61210
568	4686	61207
569	4695	61205
570	4702	61182
571	4710	61175
572	4719	61168
573	4727	61163
574	4734	61135
575	4741	61118
576	4748	61091
577	4757	61092
578	4766	61095
579	4773	61065
580	4781	61056
581	4791	61072
582	4800	61071
583	4808	61056
584	4813	61006
585	4817	60954
586	4823	60915
587	4829	60872
588	4836	60853
589	4843	60829
590	4851	60822
591	4858	60790
592	4865	60776
593	4874	60769
594	4881	60746
595	4888	60723
596	4896	60715
597	4903	60700
598	4911	60681
599	4919	60676
600	4927	60667
601	4938	60690
602	4946	60679
603	4956	60686
604	4962	60653
605	4968	60627
606	4974	60587
607	4980	60558
608	4986	60517
609	4995	60521
610	5003	60505
611	5012	60506
612	5018	60480
613	5028	60486
614	5037	60494
615	5047	60507
616	5056	60504
617	5064	60489
618	5070	60465
619	5079	60468
620	5088	60459
621	5096	60458
622	5104	60448
623	5113	60444
624	5121	60429
625	5127	60403
626	5136	60401
627	5145	60404
628	5153	60392
629	5162	60388
630	5168	60363
631	5176	60349
632	5186	60356
633	5194	60353
634	5203	60349
635	5211	60337
636	5221	60352
637	5229	60340
638	5238	60345
639	5246	60330
640	5255	60336
641	5264	60333
642	5272	60321
643	5277	60282
644	5283	60243
645	5287	60196
646	5295	60183
647	5305	60188
648	5314	60192
649	5322	60185
650	5329	60168
651	5337	60157
652	5345	60147
653	5352	60126
654	5360	60116
655	5369	60112
656	5377	60099
657	5386	60103
658	5394	60096
659	5403	60089
660	5410	60077
661	5418	60061
662	5425	60045
663	5433	60027
664	5441	60022
665	5450	60017
666	5456	59989
667	5464	59981
668	5472	59967
669	5479	59949
670	5488	59951
671	5496	59938
672	5504	59929
